
 ,time,x,y,z
, 35.931, -10.28, -1.77, 3.73
, 35.992, -6.58, 0.24, 4.57
, 36.057, -7.51, 1.08, 3.31
, 36.145, -3.49, 2.78, 6.07
, 36.185, -11.16, -0.13, 2.85
, 36.277, -4.85, 2.33, 4.14
, 36.360, -7.27, -0.64, 5.38
, 36.375, -7.62, -1.28, 6.93
, 36.445, -3.82, 1.73, 3.31
, 36.503, -5.41, -2.28, 5.69
, 36.568, 1.30, -2.10, 3.76
, 36.664, -8.04, 0.73, 2.76
, 36.693, -0.59, 2.24, 2.45
, 36.755, 2.00, -0.54, 0.94
, 36.869, -2.20, -0.05, 5.20
, 36.882, 0.78, -0.93, 5.59
, 36.969, 5.65, 0.19, -0.30
, 37.025, 3.47, -0.69, 7.40
, 37.074, -0.15, 1.76, -1.54
, 37.137, 6.39, 0.94, 1.06
, 37.204, 2.78, 0.72, 2.94
, 37.269, 3.70, -6.27, 1.64
, 37.358, 4.55, -3.19, -1.47
, 37.393, 8.59, -2.86, -1.90
, 37.455, -1.24, -4.28, -3.75
, 37.527, 7.78, -2.03, -1.92
, 37.587, 5.09, -0.68, -2.62
, 37.735, 4.06, 5.43, 5.52
, 37.775, 3.45, 4.53, 7.60
, 37.872, 8.19, -3.86, 2.35
, 37.900, 3.46, -3.65, -2.33
, 37.964, 7.71, -0.34, -0.80
, 38.068, 4.98, 0.20, 2.27
, 38.092, 4.79, 0.35, 4.76
, 38.236, 5.53, 2.64, 2.98
, 38.239, 5.03, 3.71, 3.50
, 38.289, 5.91, 1.97, 4.93
, 38.354, 4.63, -0.23, 2.93
, 38.457, 2.35, -1.12, 3.41
, 38.475, 2.02, 1.79, 3.71
, 38.537, 4.09, 2.13, 2.56
, 38.604, 6.56, 3.50, 2.21
, 38.676, 6.43, 4.01, 3.39
, 38.742, 7.61, 1.27, 4.89
, 38.791, -0.15, -0.66, 5.41
, 38.899, 3.75, 1.04, 4.47
, 38.918, 8.77, 5.98, 1.47
, 38.981, 5.80, 4.08, 1.97
, 39.044, 12.47, 0.91, 2.18
, 39.135, 2.70, 2.40, 9.45
, 39.172, 1.37, 1.17, 3.75
, 39.268, 5.63, 0.03, 2.66
, 39.299, 11.19, 1.24, 1.56
, 39.364, 7.05, 4.70, 0.53
, 39.468, 6.96, 4.49, 8.03
, 39.491, 1.84, -2.22, 7.70
, 39.608, 4.16, -3.02, 5.73
, 39.617, 4.05, -0.62, 0.05
, 39.680, 10.84, 4.29, 2.54
, 39.770, 3.15, 4.41, 6.21
, 39.811, 4.77, 1.01, 8.80
